Country,Year,Value
Serbia,2021,5202
Serbia and Monten. [former],2022,5710
Serbia and Monten. [former],2023,4812
Seychelles,2010,9795
Seychelles,2015,13379
Seychelles,2021,25566
Seychelles,2022,29060
Seychelles,2023,30935
Seychelles,1995,1531
Seychelles,2005,4430
Sierra Leone,1995,53
Sierra Leone,2005,340
Sierra Leone,2010,418
Sierra Leone,2015,476
Sierra Leone,2021,634
Sierra Leone,2022,605
Sierra Leone,2023,619
Singapore,1995,42
Singapore,2005,154
Singapore,2010,319
Singapore,2015,93
Singapore,2021,397
Singapore,2022,485
Singapore,2023,521
Slovakia,1995,118263
Slovakia,2005,230344
Slovakia,2010,353240
Slovakia,2015,357941
Slovakia,2021,457081
Slovakia,2022,514966
Slovakia,2023,475051
Slovenia,1995,8374
Slovenia,2005,32210
Slovenia,2010,65306
Slovenia,2015,75010
Slovenia,2021,104733
Slovenia,2022,108238
Slovenia,2023,117063
Solomon Islands,1995,8316
Solomon Islands,2005,17896
Solomon Islands,2010,24435
Solomon Islands,2015,26587
Solomon Islands,2021,46692
Solomon Islands,2022,55306
Solomon Islands,2023,59507
Somalia,1995,168
Somalia,2005,70
Somalia,2010,215
Somalia,2015,400
Somalia,2021,353
Somalia,2022,376
Somalia,2023,413
South Africa,1995,38
South Africa,2005,379
South Africa,2010,568
South Africa,2015,676
South Africa,2021,393
South Africa,2022,642
South Sudan,2023,833
South Sudan,2005,46991
South Sudan,2010,82631
South Sudan,2015,80036
Spain,2021,121321
Spain,2022,121616
Spain,2023,110608
Spain,2015,2193
Spain,2021,526
Spain,2022,492
Spain,2023,631
Sri Lanka,1995,89616
Sri Lanka,2005,192798
Sri Lanka,2010,246265
Sri Lanka,2015,276959
Sri Lanka,2021,391559
Sri Lanka,2022,424286
Sri Lanka,2023,420170
State of Palestine,1995,3790
State of Palestine,2005,6160
State of Palestine,2010,8304
State of Palestine,2015,10440
State of Palestine,2021,13331
Sudan,2022,13592
Sudan,2023,12052
Sudan,2005,335
Sudan,2010,576
Sudan [former],2015,958
Sudan [former],2021,1358
Sudan [former],2022,1525
Suriname,2015,5588
Suriname,2021,12211
Suriname,2022,9873
Suriname,2023,11701
Suriname,1995,685
Suriname,2005,4506
Suriname,2010,11529
Sweden,1995,483
Sweden,2005,997
Sweden,2010,2026
Sweden,2015,1814
Sweden,2021,2291
Sweden,2022,2836
Sweden,2023,2311
Switzerland,1995,77436
Switzerland,2005,130264
Switzerland,2010,158411
Switzerland,2015,140006
Switzerland,2021,189635
Switzerland,2022,197528
Switzerland,2023,197928
Syrian Arab Republic,1995,81641
Syrian Arab Republic,2005,130930
Syrian Arab Republic,2010,195609
Syrian Arab Republic,2015,289629
Syrian Arab Republic,2021,379771
Syrian Arab Republic,2022,400057
Syrian Arab Republic,2023,420104
Tajikistan,1995,3561
Tajikistan,2005,6450
Tajikistan,2010,11353
Tajikistan,2015,885
Tajikistan,2021,4899
Tajikistan,2022,5711
Tajikistan,2023,9087
Thailand,1995,748
Thailand,2005,905
Thailand,2010,1206
Thailand,2015,979
Thailand,2021,1477
Thailand,2022,1669
Thailand,2023,1344
Timor-Leste,1995,56439
Timor-Leste,2005,110110
Timor-Leste,2010,195312
Timor-Leste,2015,214309
Timor-Leste,2021,266675
Timor-Leste,2022,283820
Timor-Leste,2023,281285
Togo,1995,34
Togo,2005,43
Togo,2010,42
Togo,2015,27
Togo,2021,458
Togo,2022,472
Togo,2023,304
Tokelau,1995,383
Tokelau,2005,360
Tokelau,2010,741
Tokelau,2015,793
Tokelau,2021,1060
Tokelau,2022,1348
Tonga,2023,1456
Tonga,1995,0
Tonga,2005,0
Tonga,2010,0
Tonga,2015,0
Tonga,2021,0
Tonga,2022,0
Trinidad and Tobago,1995,15
Trinidad and Tobago,2005,10
Trinidad and Tobago,2010,8
Trinidad and Tobago,2015,2
Trinidad and Tobago,2021,14
Trinidad and Tobago,2022,5
Trinidad and Tobago,2023,4
Tunisia,1995,2007
Tunisia,2005,9611
Tunisia,2010,10982
Tunisia,2015,10748
Tunisia,2021,8620
Tunisia,2022,11529
Tunisia,2023,7293
Turkiye,1995,5475
Turkmenistan,2005,10494
Turkmenistan,2010,16427
Turkmenistan,2015,14073
Turkmenistan,2021,16695
Turkmenistan,2022,18545
Turkmenistan,2023,20280
Turkmenistan,1995,21599
Turks and Caicos Islands,2005,73476
Turks and Caicos Islands,2010,113883
Turks and Caicos Islands,2015,150982
Turks and Caicos Islands,2021,225214
Turks and Caicos Islands,2022,254170
Turks and Caicos Islands,2023,255777
Tuvalu,1995,677
Tuvalu,2005,3009
Tuvalu,2010,3335
Tuvalu,2015,9666
Tuvalu,2021,9377
Tuvalu,2022,13527
Tuvalu,2023,13882
Uganda,1995,5
Uganda,2005,15
Uganda,2010,16
Uganda,2015,5
Uganda,2021,11
Uganda,2022,3
Uganda,1995,0
Ukraine,2005,0
Ukraine,2010,0
Ukraine,2015,3
Ukraine,2021,26
Ukraine,2022,23
Ukraine,2023,11
Ukraine,1995,575
United Arab Emirates,2005,813
United Arab Emirates,2010,1619
United Arab Emirates,2015,2267
United Arab Emirates,2021,3965
United Arab Emirates,2022,3581
United Arab Emirates,2023,5610
United Arab Emirates,1995,13128
United Kingdom,2005,34228
United Kingdom,2010,51430
United Kingdom,2015,38127
United Kingdom,2021,65870
United Kingdom,2022,44443
United Kingdom,2023,36186
United Kingdom,1995,27691
United Rep. of Tanzania,2005,115453
United Rep. of Tanzania,2010,198362
United Rep. of Tanzania,2015,300479
United Rep. of Tanzania,2021,425160
United Rep. of Tanzania,2022,515621
United Rep. of Tanzania,2023,487861
United Rep. of Tanzania,1995,234372
United States of America,2005,392744
United States of America,2010,422014
United States of America,2015,466296
United States of America,2021,470548
United States of America,2022,535135
United States of America,2023,520775
United States of America,1995,685
Uruguay,2005,1672
Uruguay,2010,4051
Uruguay,2015,5854
Uruguay,2021,6391
Uruguay,2022,6825
Uruguay,2023,7274
Uruguay,1995,582965
Uzbekistan,2005,904339
Uzbekistan,2010,1278099
Uzbekistan,2015,1501846
Uzbekistan,2021,1753137
Uzbekistan,2022,2062090
Uzbekistan,2023,2018543
Uzbekistan,1995,2106
Vanuatu,2005,3422
Vanuatu,2010,6724
Vanuatu,2015,7670
Vanuatu,2021,9535
Vanuatu,2022,11184
Vanuatu,2023,9193
Vanuatu,1995,3718
Venezuela (Boliv. Rep. of),2005,4458
Venezuela (Boliv. Rep. of),2010,11688
Venezuela (Boliv. Rep. of),2015,5052
Venezuela (Boliv. Rep. of),2021,14092
Venezuela (Boliv. Rep. of),2022,15287
Venezuela (Boliv. Rep. of),2023,19649
Venezuela (Boliv. Rep. of),1995,28
Viet Nam,2005,38
Viet Nam,2010,46
Viet Nam,2015,60
Viet Nam,2021,46
Viet Nam,2022,51
Viet Nam,2023,38
Wallis and Futuna Islands,1995,19093
Wallis and Futuna Islands,2005,55413
Wallis and Futuna Islands,2010,66963
Wallis and Futuna Islands,2015,37248
Wallis and Futuna Islands,2021,2697
Wallis and Futuna Islands,2022,3876
Yemen,2023,6966
Yemen,1995,5449
Yemen,2005,32447
Yemen,2010,72237
Yemen,2015,162017
Yemen,2021,335793
Yemen,2022,370909
Zambia,1995,0
Zambia,2005,1
Zambia,2010,1
Zambia,2015,1
Zambia,2021,2
Zambia,2022,2
Zambia,1995,1917
Zimbabwe,2005,5608
Zimbabwe,2010,6437
Zimbabwe,2015,510
Zimbabwe,2021,65
Zimbabwe,2022,82
Zimbabwe,2023,33
Zimbabwe,1995,1055
,2005,1810
,2010,7200
,2015,6565
,2021,11013
,2022,11643
,2023,10431
,1995,1846
,2005,1394
,2010,3199
,2015,3411
,2021,6036
,2022,6586
,2023,7226
