Country,Year,Value
Saudi Arabia,2021,152695
Saudi Arabia,2022,185041
Saudi Arabia,2023,205723
Senegal,1995,1413
Senegal,2005,3498
Senegal,2010,4777
Senegal,2015,5595
Senegal,2021,9699
Senegal,2022,12065
Senegal,2023,10280
Serbia,2010,16735
Serbia,2015,18210
Serbia,2021,33793
Serbia,2022,41144
Serbia,2023,39828
Serbia and Monten. [former],1995,2666
Serbia and Monten. [former],2005,11393
Seychelles,1995,255
Seychelles,2005,675
Seychelles,2010,1180
Seychelles,2015,977
Seychelles,2021,1848
Seychelles,2022,2119
Seychelles,2023,2936
Sierra Leone,1995,131
Sierra Leone,2005,341
Sierra Leone,2010,776
Sierra Leone,2015,1759
Sierra Leone,2021,1738
Sierra Leone,2022,1914
Sierra Leone,2023,2023
Singapore,1995,124503
Singapore,2005,200724
Singapore,2010,313071
Singapore,2015,308122
Singapore,2021,406318
Singapore,2022,475413
Singapore,2023,422962
Slovakia,1995,8162
Slovakia,2005,34226
Slovakia,2010,65644
Slovakia,2015,73105
Slovakia,2021,105142
Slovakia,2022,115784
Slovakia,2023,115356
Slovenia,1995,9492
Slovenia,2005,19626
Slovenia,2010,26592
Slovenia,2015,25870
Slovenia,2021,49067
Slovenia,2022,59576
Slovenia,2023,61690
Solomon Islands,1995,154
Solomon Islands,2005,139
Solomon Islands,2010,328
Solomon Islands,2015,466
Solomon Islands,2021,559
Solomon Islands,2022,625
Solomon Islands,2023,654
Somalia,1995,38
Somalia,2005,469
Somalia,2010,496
Somalia,2015,1842
Somalia,2021,3917
Somalia,2022,4250
Somalia,2023,4031
South Africa,2005,55033
South Africa,2010,83100
South Africa,2015,85267
South Africa,2021,93440
South Africa,2022,111880
South Africa,2023,107123
South Sudan,2015,535
South Sudan,2021,1105
South Sudan,2022,1300
South Sudan,2023,1286
Spain,1995,113399
Spain,2005,289611
Spain,2010,315547
Spain,2015,304708
Spain,2021,426060
Spain,2022,499055
Spain,2023,469043
Sri Lanka,1995,4756
Sri Lanka,2005,8307
Sri Lanka,2010,12354
Sri Lanka,2015,18967
Sri Lanka,2021,21502
Sri Lanka,2022,17560
Sri Lanka,2023,16386
State of Palestine,2005,2668
State of Palestine,2010,3959
State of Palestine,2015,5225
State of Palestine,2021,7829
State of Palestine,2022,9089
Sudan,2015,8413
Sudan,2021,8563
Sudan,2022,11616
Sudan,2023,5760
Sudan [former],1995,1185
Sudan [former],2005,7367
Sudan [former],2010,11875
Suriname,1995,583
Suriname,2005,1050
Suriname,2010,1397
Suriname,2015,1904
Suriname,2021,1381
Suriname,2022,1803
Suriname,2023,1697
Sweden,1995,61647
Sweden,2005,111351
Sweden,2010,148788
Sweden,2015,137987
Sweden,2021,187320
Sweden,2022,202997
Sweden,2023,192770
Switzerland,1995,80152
Switzerland,2005,126574
Switzerland,2010,176281
Switzerland,2015,251190
Switzerland,2021,323356
Switzerland,2022,356235
Switzerland,2023,363899
Syrian Arab Republic,1995,4645
Syrian Arab Republic,2005,7898
Syrian Arab Republic,2010,17562
Syrian Arab Republic,2015,6273
Syrian Arab Republic,2021,5418
Syrian Arab Republic,2022,5522
Syrian Arab Republic,2023,5013
Tajikistan,1995,809
Tajikistan,2005,1329
Tajikistan,2010,2659
Tajikistan,2015,3216
Tajikistan,2021,4216
Tajikistan,2022,5183
Tajikistan,2023,7129
Thailand,1995,70781
Thailand,2005,118164
Thailand,2010,182393
Thailand,2015,202642
Thailand,2021,268205
Thailand,2022,305724
Thailand,2023,294630
Timor-Leste,1995,112
Timor-Leste,2005,102
Timor-Leste,2010,246
Timor-Leste,2015,1018
Timor-Leste,2021,542
Timor-Leste,2022,933
Timor-Leste,2023,820
Togo,1995,556
Togo,2005,593
Togo,2010,1350
Togo,2015,1878
Togo,2021,2553
Togo,2022,2769
Togo,2023,3049
Tokelau,1995,1
Tokelau,2005,1
Tokelau,2010,1
Tokelau,2015,1
Tokelau,2021,1
Tokelau,2022,1
Tonga,1995,77
Tonga,2005,120
Tonga,2010,159
Tonga,2015,166
Tonga,2021,238
Tonga,2022,114
Tonga,2023,121
Trinidad and Tobago,1995,1386
Trinidad and Tobago,2005,5694
Trinidad and Tobago,2010,6480
Trinidad and Tobago,2015,9239
Trinidad and Tobago,2021,5761
Trinidad and Tobago,2022,6203
Trinidad and Tobago,2023,4623
Tunisia,1995,7903
Tunisia,2005,13174
Tunisia,2010,22215
Tunisia,2015,20223
Tunisia,2021,22496
Tunisia,2022,26673
Tunisia,2023,25897
Turkiye,2023,361774
Turkmenistan,1995,1364
Turkmenistan,2005,2217
Turkmenistan,2010,2400
Turkmenistan,2015,6193
Turkmenistan,2021,4022
Turkmenistan,2022,3614
Turkmenistan,2023,3571
Turks and Caicos Islands,1995,51
Turks and Caicos Islands,2005,304
Turks and Caicos Islands,2010,302
Turks and Caicos Islands,2015,410
Turks and Caicos Islands,2021,485
Turks and Caicos Islands,2022,681
Tuvalu,1995,6
Tuvalu,2005,13
Tuvalu,2010,12
Tuvalu,2015,44
Tuvalu,2021,87
Tuvalu,2022,101
Tuvalu,2023,78
Uganda,1995,1038
Uganda,2005,2054
Uganda,2010,4664
Uganda,2015,5528
Uganda,2021,9086
Uganda,2022,9803
Uganda,2023,12568
Ukraine,1995,15484
Ukraine,2005,36122
Ukraine,2010,60737
Ukraine,2015,37516
Ukraine,2021,69963
Ukraine,2022,55224
Ukraine,2023,63562
United Arab Emirates,1995,20776
United Arab Emirates,2005,80814
United Arab Emirates,2010,187001
United Arab Emirates,2015,287025
United Arab Emirates,2021,347529
United Arab Emirates,2022,420493
United Arab Emirates,2023,491205
United Kingdom,1995,261456
United Kingdom,2005,528461
United Kingdom,2010,627618
United Kingdom,2015,630251
United Kingdom,2021,688237
United Kingdom,2022,821631
United Kingdom,2023,791386
United Rep. of Tanzania,1995,1653
United Rep. of Tanzania,2005,3247
United Rep. of Tanzania,2010,8013
United Rep. of Tanzania,2015,14706
United Rep. of Tanzania,2021,10873
United Rep. of Tanzania,2022,15654
United Rep. of Tanzania,2023,15117
United States of America,1995,770821
United States of America,2005,1732321
United States of America,2010,1968260
United States of America,2015,2313425
United States of America,2021,2932976
United States of America,2022,3372902
United States of America,2023,3168471
Uruguay,1995,2866
Uruguay,2005,3879
Uruguay,2010,8622
Uruguay,2015,9489
Uruguay,2021,10320
Uruguay,2022,12973
Uruguay,2023,12486
Uzbekistan,1995,2874
Uzbekistan,2005,3657
Uzbekistan,2010,8680
Uzbekistan,2015,20016
Uzbekistan,2021,23886
Uzbekistan,2022,28264
Uzbekistan,2023,35515
Vanuatu,1995,95
Vanuatu,2005,149
Vanuatu,2010,276
Vanuatu,2015,255
Vanuatu,2021,319
Vanuatu,2022,315
Vanuatu,2023,212
Venezuela (Boliv. Rep. of),1995,10791
Venezuela (Boliv. Rep. of),2005,21848
Venezuela (Boliv. Rep. of),2010,32343
Venezuela (Boliv. Rep. of),2015,40146
Venezuela (Boliv. Rep. of),2021,10483
Venezuela (Boliv. Rep. of),2022,13804
Venezuela (Boliv. Rep. of),2023,14475
Viet Nam,1995,8155
Viet Nam,2005,36761
Viet Nam,2010,84839
Viet Nam,2015,165776
Viet Nam,2021,330752
Viet Nam,2022,358788
Wallis and Futuna Islands,1995,13
Wallis and Futuna Islands,2005,51
Wallis and Futuna Islands,2010,35
Wallis and Futuna Islands,2015,49
Wallis and Futuna Islands,2021,74
Wallis and Futuna Islands,2022,79
Yemen,1995,1812
Yemen,2005,5400
Yemen,2010,9255
Yemen,2015,6573
Yemen,2021,5186
Yemen,2022,5368
Yemen,2023,5099
Zambia,1995,708
Zambia,2005,2558
Zambia,2010,5321
Zambia,2015,7932
Zambia,2021,6981
Zambia,2022,9004
Zambia,2023,10125
Zimbabwe,1995,2659
Zimbabwe,2005,2072
Zimbabwe,2010,5852
Zimbabwe,2015,6053
Zimbabwe,2021,7541
Zimbabwe,2022,8604
Zimbabwe,2023,9202
